gate,cls_threshold,mask_threshold,idx_in_batch,gate_pass,num_keep,max_cls_prob,max_mask_prob,any_fg_pre_keep,any_fg_post_keep,image_forged_prob
-1.0,0.05,0.5,1,1,0,0.013854119926691055,0.9998456239700317,1,0,0.10362055897712708
-1.0,0.05,0.5,2,1,0,0.008657369762659073,0.9999821186065674,1,0,0.008393194526433945
-1.0,0.05,0.5,3,1,15,0.09411610662937164,0.984637439250946,1,1,0.5704807639122009
-1.0,0.05,0.5,0,1,0,0.03465922921895981,0.99736088514328,1,0,0.12249372154474258
-1.0,0.05,0.5,1,1,15,0.15215709805488586,1.0,1,1,0.40677323937416077
-1.0,0.05,0.5,2,1,1,0.05123741552233696,0.9999842643737793,1,1,0.26317572593688965
-1.0,0.05,0.5,3,1,0,0.005855201743543148,0.9969800114631653,1,0,0.0053278421983122826
-1.0,0.05,0.5,0,1,15,0.15136605501174927,0.9999994039535522,1,1,0.4156028628349304
-1.0,0.05,0.5,1,1,15,0.1771240532398224,1.0,1,1,0.6506247520446777
-1.0,0.05,0.5,2,1,0,0.03374873474240303,0.9917612075805664,1,0,0.18066038191318512
-1.0,0.05,0.5,3,1,15,0.21388977766036987,0.4872552156448364,0,0,0.6033576130867004
-1.0,0.05,0.5,0,1,0,0.03357677534222603,0.9999127388000488,1,0,0.09511921554803848
-1.0,0.05,0.5,1,1,15,0.14979219436645508,0.9999996423721313,1,1,0.2706366181373596
-1.0,0.05,0.5,2,1,0,0.003655205015093088,0.9999573230743408,1,0,0.0020476707722991705
-1.0,0.05,0.5,3,1,15,0.12413310259580612,0.9999604225158691,1,1,0.3531936705112457
-1.0,0.05,0.5,0,1,15,0.21143390238285065,0.9999998807907104,1,1,0.45742982625961304
-1.0,0.05,0.5,1,1,15,0.07865428924560547,0.9999967813491821,1,1,0.3169478178024292
-1.0,0.05,0.5,2,1,0,0.006240068003535271,0.9994526505470276,1,0,0.0027722162194550037
-1.0,0.05,0.5,3,1,15,0.1340838074684143,0.9999858140945435,1,1,0.48089516162872314
-1.0,0.05,0.5,0,1,15,0.15126793086528778,1.0,1,1,0.678385853767395
-1.0,0.05,0.5,1,1,4,0.06561855971813202,0.9999867677688599,1,1,0.2772786617279053
-1.0,0.05,0.5,2,1,15,0.12990520894527435,0.9100601077079773,1,1,0.2931099534034729
-1.0,0.05,0.5,3,1,15,0.23459392786026,0.8806136846542358,1,1,0.6015594601631165
-1.0,0.05,0.5,0,1,8,0.059363555163145065,0.9999998807907104,1,1,0.15854698419570923
-1.0,0.05,0.5,1,1,15,0.20879629254341125,1.0,1,1,0.5872159004211426
-1.0,0.05,0.5,2,1,0,0.02143876440823078,0.8637815713882446,1,0,0.03208879753947258
-1.0,0.05,0.5,3,1,0,0.017146170139312744,0.9999442100524902,1,0,0.01689600571990013
-1.0,0.05,0.5,0,1,2,0.06220141425728798,0.9999998807907104,1,1,0.43286603689193726
-1.0,0.05,0.5,1,1,6,0.05668091028928757,1.0,1,1,0.3280527889728546
-1.0,0.05,0.5,2,1,15,0.18745481967926025,0.6928989291191101,1,1,0.6204757690429688
-1.0,0.05,0.5,3,1,0,0.009915649890899658,0.9989011287689209,1,0,0.02054486982524395
-1.0,0.05,0.5,0,1,15,0.1166544184088707,0.9999982118606567,1,1,0.36082637310028076
-1.0,0.05,0.5,1,1,0,0.03848450630903244,0.99994957447052,1,0,0.08405615389347076
-1.0,0.05,0.5,2,1,15,0.17505775392055511,0.9889995455741882,1,1,0.6157918572425842
-1.0,0.05,0.5,3,1,0,0.013681051321327686,0.9998983144760132,1,0,0.02871478907763958
-1.0,0.05,0.5,0,1,15,0.169138565659523,0.9999988079071045,1,1,0.3564452528953552
-1.0,0.05,0.5,1,1,0,0.004606739617884159,0.9984161853790283,1,0,0.0020995980594307184
-1.0,0.05,0.5,2,1,0,0.004897790495306253,0.9996688365936279,1,0,0.0026666182093322277
-1.0,0.05,0.5,3,1,15,0.13367781043052673,1.0,1,1,0.589529812335968
-1.0,0.05,0.5,0,1,0,0.03859657049179077,0.9995694756507874,1,0,0.12494788318872452
-1.0,0.05,0.5,1,1,0,0.0192270427942276,0.9999994039535522,1,0,0.0428256131708622
-1.0,0.05,0.5,2,1,8,0.08629715442657471,0.9999659061431885,1,1,0.08427255600690842
-1.0,0.05,0.5,3,1,0,0.013914045877754688,0.8140007257461548,1,0,0.1595878154039383
-1.0,0.05,0.5,0,1,15,0.13595904409885406,0.7342498302459717,1,1,0.6114977598190308
-1.0,0.05,0.5,1,1,15,0.16511096060276031,0.33430492877960205,0,0,0.6422913670539856
-1.0,0.05,0.5,2,1,15,0.17318138480186462,0.9849858283996582,1,1,0.5794631242752075
-1.0,0.05,0.5,3,1,15,0.14338861405849457,1.0,1,1,0.6239302158355713
-1.0,0.05,0.5,0,1,15,0.18419821560382843,1.0,1,1,0.5225500464439392
-1.0,0.05,0.5,1,1,0,0.017288578674197197,0.7833033800125122,1,0,0.041927631944417953
-1.0,0.05,0.5,2,1,0,0.004396724049001932,0.9994077682495117,1,0,0.0020276920404285192
-1.0,0.05,0.5,3,1,0,0.026299599558115005,0.998080849647522,1,0,0.07058043777942657
-1.0,0.05,0.5,0,1,0,0.04869935289025307,0.9999998807907104,1,0,0.15632039308547974
-1.0,0.05,0.5,1,1,15,0.25378307700157166,0.9999963045120239,1,1,0.6198304295539856
-1.0,0.05,0.5,2,1,0,0.022638218477368355,0.45128166675567627,0,0,0.07761058956384659
-1.0,0.05,0.5,3,1,0,0.0024163818452507257,0.9991685152053833,1,0,0.0018865491729229689
-1.0,0.05,0.5,0,1,15,0.21407562494277954,0.9840570092201233,1,1,0.6361861228942871
-1.0,0.05,0.5,1,1,15,0.1239844560623169,0.9876511096954346,1,1,0.5473319292068481
-1.0,0.05,0.5,2,1,15,0.22494906187057495,0.9999786615371704,1,1,0.6034292578697205
-1.0,0.05,0.5,3,1,15,0.23427805304527283,0.9999988079071045,1,1,0.6690835952758789
-1.0,0.05,0.5,0,1,0,0.03512962535023689,0.9999992847442627,1,0,0.13893282413482666
-1.0,0.05,0.5,1,1,0,0.011884246952831745,0.9999994039535522,1,0,0.44722670316696167
-1.0,0.05,0.5,2,1,15,0.2157037854194641,0.018416283652186394,0,0,0.6171005368232727
-1.0,0.05,0.5,3,1,15,0.1633373349905014,0.9999997615814209,1,1,0.6166284084320068
-1.0,0.05,0.5,0,1,15,0.1886504888534546,0.9999986886978149,1,1,0.397444486618042
-1.0,0.05,0.5,1,1,0,0.03556700423359871,0.9631451368331909,1,0,0.10914833098649979
-1.0,0.05,0.5,2,1,15,0.1650209277868271,0.9870513677597046,1,1,0.612573504447937
-1.0,0.05,0.5,3,1,0,0.005790087394416332,0.9999361038208008,1,0,0.011499522253870964
-1.0,0.05,0.5,0,1,11,0.05356480926275253,0.9999998807907104,1,1,0.15247288346290588
-1.0,0.05,0.5,1,1,0,0.01283169537782669,0.9729521870613098,1,0,0.016696935519576073
-1.0,0.05,0.5,2,1,15,0.0874483734369278,0.9934874773025513,1,1,0.4737281799316406
-1.0,0.05,0.5,3,1,15,0.18959809839725494,1.0,1,1,0.5687463283538818
-1.0,0.05,0.5,0,1,0,0.014923998154699802,0.9998908042907715,1,0,0.018573012202978134
-1.0,0.05,0.5,1,1,0,0.004701218102127314,0.9971237778663635,1,0,0.0020896170753985643
-1.0,0.05,0.5,2,1,15,0.1585535854101181,0.5952215194702148,1,1,0.5964736938476562
-1.0,0.05,0.5,3,1,15,0.2181394398212433,0.9965391159057617,1,1,0.6109670996665955
-1.0,0.05,0.5,0,1,9,0.07304953038692474,0.9840265512466431,1,1,0.13738557696342468
-1.0,0.05,0.5,1,1,0,0.015518487431108952,0.9999228715896606,1,0,0.011045007035136223
-1.0,0.05,0.5,2,1,13,0.1068490520119667,0.9992960691452026,1,1,0.10241682082414627
-1.0,0.05,0.5,3,1,0,0.02887265384197235,1.0,1,0,0.26772305369377136
-1.0,0.05,0.5,0,1,0,0.02893776260316372,0.9982985854148865,1,0,0.13535669445991516
-1.0,0.05,0.5,1,1,0,0.03739193454384804,0.9999995231628418,1,0,0.09061665087938309
-1.0,0.05,0.5,2,1,0,0.022104233503341675,0.9999912977218628,1,0,0.11148969829082489
-1.0,0.05,0.5,3,1,0,0.03367152437567711,0.9997300505638123,1,0,0.11518307030200958
-1.0,0.05,0.5,0,1,0,0.008162550628185272,0.9541269540786743,1,0,0.016672277823090553
-1.0,0.05,0.5,1,1,15,0.12301189452409744,0.9997555613517761,1,1,0.6193031072616577
-1.0,0.05,0.5,2,1,15,0.1434796303510666,0.9997441172599792,1,1,0.44930168986320496
-1.0,0.05,0.5,3,1,15,0.08397329598665237,0.999954104423523,1,1,0.3779638409614563
-1.0,0.05,0.5,0,1,0,0.007730050478130579,0.9999977350234985,1,0,0.010372565127909184
-1.0,0.05,0.5,1,1,0,0.020583031699061394,0.9632108211517334,1,0,0.046654243022203445
-1.0,0.05,0.5,2,1,0,0.008142823353409767,0.9993305206298828,1,0,0.007486322429031134
-1.0,0.05,0.5,3,1,0,0.04433559998869896,0.6234869360923767,1,0,0.13225552439689636
-1.0,0.05,0.5,0,1,0,0.005732594523578882,0.9999780654907227,1,0,0.003745881374925375
-1.0,0.05,0.5,1,1,15,0.12563568353652954,0.44169408082962036,0,0,0.5725908279418945
-1.0,0.05,0.5,2,1,15,0.16871602833271027,0.9995772242546082,1,1,0.466819703578949
-1.0,0.05,0.5,3,1,15,0.1615133285522461,0.9998958110809326,1,1,0.4363654851913452
-1.0,0.05,0.5,0,1,1,0.05000217631459236,0.9999068975448608,1,1,0.18948711454868317
-1.0,0.05,0.5,1,1,2,0.08349642157554626,1.0,1,1,0.1805453598499298
-1.0,0.05,0.5,2,1,0,0.024046484380960464,0.9999998807907104,1,0,0.0039735580794513226
-1.0,0.05,0.5,3,1,0,0.004621320404112339,0.9933013916015625,1,0,0.002157599665224552
-1.0,0.05,0.5,0,1,0,0.03160889074206352,1.0,1,0,0.12043874710798264
-1.0,0.05,0.5,1,1,0,0.010101423598825932,0.9880101084709167,1,0,0.02733345329761505
-1.0,0.05,0.5,2,1,0,0.038797665387392044,0.9994768500328064,1,0,0.0927344262599945
-1.0,0.05,0.5,3,1,1,0.05410422384738922,0.996183454990387,1,1,0.06770019978284836
-1.0,0.05,0.5,0,1,15,0.1122218444943428,1.0,1,1,0.2048109769821167
-1.0,0.05,0.5,1,1,0,0.018860287964344025,0.4595027267932892,0,0,0.13095253705978394
-1.0,0.05,0.5,2,1,15,0.20214226841926575,0.9999990463256836,1,1,0.551963210105896
-1.0,0.05,0.5,3,1,0,0.004303331486880779,0.9998887777328491,1,0,0.0035862561780959368
-1.0,0.05,0.5,0,1,15,0.08762045204639435,0.9999996423721313,1,1,0.10710284858942032
-1.0,0.05,0.5,1,1,15,0.2209458351135254,0.3568328320980072,0,0,0.622352123260498
-1.0,0.05,0.5,2,1,0,0.029186053201556206,0.9695470333099365,1,0,0.08478637784719467
-1.0,0.05,0.5,3,1,0,0.03249337524175644,0.9026671051979065,1,0,0.12315868586301804
-1.0,0.05,0.5,0,1,14,0.06745974719524384,0.9929900169372559,1,1,0.35334357619285583
-1.0,0.05,0.5,1,1,0,0.0466085784137249,0.9999957084655762,1,0,0.15321402251720428
-1.0,0.05,0.5,2,1,15,0.1646934598684311,0.9998390674591064,1,1,0.5542330145835876
-1.0,0.05,0.5,3,1,15,0.20528294146060944,0.26476678252220154,0,0,0.6051795482635498
-1.0,0.05,0.5,0,1,15,0.142738476395607,0.97061687707901,1,1,0.3681160509586334
-1.0,0.05,0.5,1,1,15,0.10783469676971436,0.9999973773956299,1,1,0.3244149386882782
-1.0,0.05,0.5,2,1,15,0.1764005720615387,0.9078884720802307,1,1,0.6006211638450623
-1.0,0.05,0.5,3,1,15,0.1989685297012329,1.0,1,1,0.7102624177932739
-1.0,0.05,0.5,0,1,0,0.007573617156594992,0.9999991655349731,1,0,0.0037032554391771555
-1.0,0.05,0.5,1,1,15,0.1282522827386856,0.9993329644203186,1,1,0.5199393033981323
-1.0,0.05,0.5,2,1,0,0.007487268187105656,0.996285080909729,1,0,0.012359606102108955
-1.0,0.05,0.5,3,1,0,0.016836853697896004,0.9999738931655884,1,0,0.00683367345482111
-1.0,0.05,0.5,0,1,15,0.07892510294914246,0.999997615814209,1,1,0.3177952766418457
-1.0,0.05,0.5,1,1,0,0.022988896816968918,0.9952536821365356,1,0,0.14271031320095062
-1.0,0.05,0.5,2,1,0,0.01498636044561863,0.9766762852668762,1,0,0.050996121019124985
-1.0,0.05,0.5,3,1,15,0.15753766894340515,0.8078486919403076,1,1,0.6181576251983643
-1.0,0.05,0.5,0,1,15,0.09574869275093079,1.0,1,1,0.04935765638947487
-1.0,0.05,0.5,1,1,0,0.018897008150815964,0.8932833075523376,1,0,0.03898986056447029
-1.0,0.05,0.5,2,1,0,0.013206785544753075,0.9999943971633911,1,0,0.0033807966392487288
-1.0,0.05,0.5,3,1,12,0.07688070088624954,0.807476818561554,1,0,0.2352551519870758
-1.0,0.05,0.5,0,1,15,0.21965865790843964,1.0,1,1,0.5665064454078674
-1.0,0.05,0.5,1,1,15,0.1924360692501068,0.9999096393585205,1,1,0.6727388501167297
-1.0,0.05,0.5,2,1,15,0.23070628941059113,0.9999938011169434,1,1,0.6548789143562317
-1.0,0.05,0.5,3,1,15,0.17132139205932617,0.9997462630271912,1,1,0.6484575867652893
-1.0,0.05,0.5,0,1,0,0.004386131186038256,0.9990701079368591,1,0,0.0029064032714813948
-1.0,0.05,0.5,1,1,15,0.1992737352848053,0.9821126461029053,1,1,0.5949916839599609
-1.0,0.05,0.5,2,1,4,0.05385968089103699,0.999988317489624,1,1,0.1847396194934845
-1.0,0.05,0.5,3,1,0,0.007072469685226679,0.6962776780128479,1,0,0.017289793118834496
-1.0,0.05,0.5,0,1,0,0.02088778093457222,1.0,1,0,0.004849662538617849
-1.0,0.05,0.5,1,1,15,0.1934293508529663,0.9961178302764893,1,1,0.6199381947517395
-1.0,0.05,0.5,2,1,15,0.14934226870536804,1.0,1,1,0.3121034801006317
-1.0,0.05,0.5,3,1,15,0.1426181048154831,0.9999946355819702,1,1,0.6181174516677856
-1.0,0.05,0.5,0,1,15,0.14326468110084534,1.0,1,1,0.7320367097854614
-1.0,0.05,0.5,1,1,15,0.10780851542949677,0.9989399313926697,1,1,0.5010330080986023
-1.0,0.05,0.5,2,1,2,0.05020726099610329,0.9996851682662964,1,1,0.09468027204275131
-1.0,0.05,0.5,3,1,15,0.19606946408748627,0.9995952248573303,1,1,0.6327044367790222
-1.0,0.05,0.5,0,1,15,0.11969321221113205,1.0,1,1,0.6287825107574463
-1.0,0.05,0.5,1,1,10,0.09618593752384186,0.9400264620780945,1,1,0.08765581250190735
-1.0,0.05,0.5,2,1,0,0.028518162667751312,0.9921576976776123,1,0,0.044191937893629074
-1.0,0.05,0.5,3,1,0,0.003938870504498482,0.9998728036880493,1,0,0.00752783939242363
-1.0,0.05,0.5,0,1,15,0.16018348932266235,0.9999988079071045,1,1,0.5813279151916504
-1.0,0.05,0.5,1,1,2,0.058414120227098465,0.9998831748962402,1,1,0.2960560619831085
-1.0,0.05,0.5,2,1,15,0.1479194462299347,1.0,1,1,0.8145811557769775
-1.0,0.05,0.5,3,1,0,0.00373546639457345,0.9879088997840881,1,0,0.0020355849992483854
-1.0,0.05,0.5,0,1,0,0.006133288145065308,0.9996973276138306,1,0,0.002065520267933607
-1.0,0.05,0.5,1,1,8,0.06407345086336136,0.9748753905296326,1,1,0.14177842438220978
-1.0,0.05,0.5,2,1,0,0.02020249515771866,0.9487370848655701,1,0,0.01925651729106903
-1.0,0.05,0.5,3,1,11,0.08466878533363342,0.9999967813491821,1,1,0.1900482326745987
-1.0,0.05,0.5,0,1,15,0.1449083536863327,1.0,1,1,0.21664750576019287
-1.0,0.05,0.5,1,1,0,0.044211842119693756,0.9883300065994263,1,0,0.1741936057806015
-1.0,0.05,0.5,2,1,0,0.04235872998833656,0.9999196529388428,1,0,0.055187102407217026
-1.0,0.05,0.5,3,1,0,0.0334973968565464,0.7154056429862976,1,0,0.09944621473550797
-1.0,0.05,0.5,0,1,15,0.1615833342075348,0.9988654851913452,1,1,0.5575493574142456
-1.0,0.05,0.5,1,1,15,0.09607833623886108,0.9999673366546631,1,1,0.48427724838256836
-1.0,0.05,0.5,2,1,15,0.16982495784759521,1.0,1,1,0.9404820203781128
-1.0,0.05,0.5,3,1,0,0.01859361119568348,0.9959136843681335,1,0,0.0660075843334198
-1.0,0.05,0.5,0,1,15,0.2212967425584793,0.999777615070343,1,1,0.6098262071609497
-1.0,0.05,0.5,1,1,0,0.011527958326041698,0.8994565606117249,1,0,0.02545888163149357
-1.0,0.05,0.5,2,1,0,0.016982324421405792,0.9973599314689636,1,0,0.08258254826068878
-1.0,0.05,0.5,3,1,15,0.12246426194906235,0.9997738003730774,1,1,0.5856561064720154
-1.0,0.05,0.5,0,1,0,0.019089767709374428,0.9996284246444702,1,0,0.054738570004701614
-1.0,0.05,0.5,1,1,1,0.05991693213582039,1.0,1,1,0.43419453501701355
-1.0,0.05,0.5,2,1,0,0.016365094110369682,0.7830895781517029,1,0,0.04588194936513901
-1.0,0.05,0.5,3,1,0,0.004892299883067608,0.9810816049575806,1,0,0.002815788146108389
-1.0,0.05,0.5,0,1,0,0.012496641837060452,0.9067810773849487,1,0,0.06877067685127258
-1.0,0.05,0.5,1,1,15,0.18056099116802216,0.9999743700027466,1,1,0.642541229724884
-1.0,0.05,0.5,2,1,0,0.013060486875474453,0.9999971389770508,1,0,0.004304972477257252
-1.0,0.05,0.5,3,1,15,0.21302111446857452,1.0,1,1,0.6365327835083008
-1.0,0.05,0.5,0,1,15,0.18954552710056305,0.8577544689178467,1,1,0.6209782958030701
-1.0,0.05,0.5,1,1,15,0.19649548828601837,1.0,1,1,0.39785316586494446
-1.0,0.05,0.5,2,1,15,0.11023537814617157,0.9990917444229126,1,1,0.5032210350036621
-1.0,0.05,0.5,3,1,15,0.09456277638673782,1.0,1,1,0.24173612892627716
-1.0,0.05,0.5,0,1,0,0.018731966614723206,0.9995599389076233,1,0,0.08079033344984055
-1.0,0.05,0.5,1,1,0,0.020477384328842163,0.9999951124191284,1,0,0.035211231559515
-1.0,0.05,0.5,2,1,0,0.04077119752764702,0.9999414682388306,1,0,0.17520888149738312
-1.0,0.05,0.5,3,1,0,0.031075967475771904,0.9999970197677612,1,0,0.08207190036773682
-1.0,0.05,0.5,0,1,0,0.025131436064839363,0.4288247525691986,0,0,0.020502807572484016
-1.0,0.05,0.5,1,1,15,0.14573700726032257,0.9953462481498718,1,1,0.40019509196281433
-1.0,0.05,0.5,2,1,15,0.17870283126831055,0.9998409748077393,1,1,0.5942445397377014
-1.0,0.05,0.5,3,1,2,0.05621452257037163,0.9718374013900757,1,1,0.14491532742977142
-1.0,0.05,0.5,0,1,0,0.004577041137963533,0.9928407669067383,1,0,0.004127116408199072
-1.0,0.05,0.5,1,1,15,0.2231593281030655,1.0,1,1,0.6826716661453247
-1.0,0.05,0.5,2,1,0,0.040161050856113434,0.9999994039535522,1,0,0.11368939280509949
-1.0,0.05,0.5,3,1,1,0.05579213425517082,0.9839597344398499,1,1,0.17035160958766937
-1.0,0.05,0.5,0,1,15,0.2222266048192978,1.0,1,1,0.5656683444976807
-1.0,0.05,0.5,1,1,15,0.190904900431633,1.0,1,1,0.5175185203552246
-1.0,0.05,0.5,2,1,0,0.019887879490852356,0.9583335518836975,1,0,0.023444725200533867
-1.0,0.05,0.5,3,1,15,0.1933506578207016,0.9998181462287903,1,1,0.6171025633811951
-1.0,0.05,0.5,0,1,15,0.14370207488536835,0.999996542930603,1,1,0.10014922171831131
-1.0,0.05,0.5,1,1,15,0.16670802235603333,0.9912236928939819,1,1,0.6114273071289062
-1.0,0.05,0.5,2,1,0,0.04294867068529129,1.0,1,0,0.20788335800170898
-1.0,0.05,0.5,3,1,15,0.11792400479316711,1.0,1,1,0.33308282494544983
-1.0,0.05,0.5,0,1,15,0.19187554717063904,1.0,1,1,0.5800960063934326
-1.0,0.05,0.5,1,1,0,0.009228276088833809,0.9982166886329651,1,0,0.013612350448966026
-1.0,0.05,0.5,2,1,0,0.006541681941598654,0.999975323677063,1,0,0.004416301846504211
-1.0,0.05,0.5,3,1,0,0.004561096895486116,0.9990253448486328,1,0,0.0030415344517678022
-1.0,0.05,0.5,0,1,0,0.018150540068745613,0.9701911211013794,1,0,0.029179664328694344
-1.0,0.05,0.5,1,1,0,0.011879533529281616,0.9401920437812805,1,0,0.03197026252746582
-1.0,0.05,0.5,2,1,0,0.04154413938522339,0.9999979734420776,1,0,0.07698502391576767
-1.0,0.05,0.5,3,1,0,0.015536484308540821,0.9951047897338867,1,0,0.02809133753180504
-1.0,0.05,0.5,0,1,0,0.0038743470795452595,0.9940720200538635,1,0,0.0021835577208548784
-1.0,0.05,0.5,1,1,15,0.18786540627479553,0.20386750996112823,0,0,0.6152563691139221
-1.0,0.05,0.5,2,1,15,0.09158191829919815,1.0,1,1,0.35435137152671814
-1.0,0.05,0.5,3,1,0,0.007281400728970766,0.9999665021896362,1,0,0.006573867984116077
-1.0,0.05,0.5,0,1,15,0.14531464874744415,1.0,1,1,0.6472375392913818
-1.0,0.05,0.5,1,1,15,0.22145095467567444,0.6844629645347595,1,1,0.6221992373466492
-1.0,0.05,0.5,2,1,0,0.01571063883602619,0.9141238331794739,1,0,0.02606363780796528
-1.0,0.05,0.5,3,1,15,0.2116708755493164,1.0,1,1,0.7502738237380981
-1.0,0.05,0.5,0,1,15,0.21745330095291138,1.0,1,1,0.45261192321777344
-1.0,0.05,0.5,1,1,0,0.01368784811347723,0.4987771809101105,0,0,0.04358230531215668
-1.0,0.05,0.5,2,1,15,0.20591673254966736,1.0,1,1,0.898653507232666
-1.0,0.05,0.5,3,1,1,0.0689835324883461,0.9999988079071045,1,1,0.07566925883293152
-1.0,0.05,0.5,0,1,0,0.005627566948533058,0.9996993541717529,1,0,0.0031884126365184784
-1.0,0.05,0.5,1,1,2,0.05858897417783737,0.9755998849868774,1,0,0.09491420537233353
-1.0,0.05,0.5,2,1,0,0.02487298659980297,0.999984622001648,1,0,0.08299265801906586
-1.0,0.05,0.5,3,1,0,0.008025788702070713,0.6382865309715271,1,0,0.015789495781064034
-1.0,0.05,0.5,0,1,15,0.12146896868944168,1.0,1,1,0.4867677092552185
-1.0,0.05,0.5,1,1,15,0.15418769419193268,0.9999005794525146,1,1,0.5913938879966736
-1.0,0.05,0.5,2,1,0,0.027913786470890045,0.9997987151145935,1,0,0.07342297583818436
-1.0,0.05,0.5,3,1,1,0.05541981756687164,0.9999997615814209,1,0,0.16911303997039795
-1.0,0.05,0.5,0,1,0,0.02900461107492447,0.9999983310699463,1,0,0.08741255849599838
-1.0,0.05,0.5,1,1,0,0.008180133998394012,1.0,1,0,0.02810605801641941
-1.0,0.05,0.5,2,1,15,0.2166246771812439,0.84510338306427,1,1,0.6329748630523682
-1.0,0.05,0.5,3,1,15,0.20670071244239807,1.0,1,1,0.36222630739212036
-1.0,0.05,0.5,0,1,0,0.0048250919207930565,0.9999985694885254,1,0,0.033902257680892944
-1.0,0.05,0.5,1,1,15,0.16012892127037048,0.6754595637321472,1,1,0.5907235145568848
-1.0,0.05,0.5,2,1,0,0.019630400463938713,0.9308241605758667,1,0,0.08304088562726974
-1.0,0.05,0.5,3,1,15,0.15075524151325226,0.9982750415802002,1,1,0.594344973564148
-1.0,0.05,0.5,0,1,0,0.03836372122168541,0.9999997615814209,1,0,0.020009031519293785
-1.0,0.05,0.5,1,1,15,0.22088021039962769,0.9900100827217102,1,1,0.6230484843254089
-1.0,0.05,0.5,2,1,15,0.18315444886684418,0.9998444318771362,1,1,0.36635005474090576
-1.0,0.05,0.5,3,1,0,0.01189591083675623,0.9999990463256836,1,0,0.0059126270934939384
-1.0,0.05,0.5,0,1,1,0.0517486110329628,0.9999946355819702,1,1,0.16997486352920532
-1.0,0.05,0.5,1,1,0,0.010663828812539577,0.9999978542327881,1,0,0.011365613900125027
-1.0,0.05,0.5,2,1,15,0.17005325853824615,0.9999923706054688,1,1,0.4174179434776306
-1.0,0.05,0.5,3,1,2,0.05966199189424515,0.9999998807907104,1,1,0.07531235367059708
-1.0,0.05,0.5,0,1,0,0.020672399550676346,0.9999996423721313,1,0,0.06420181691646576
